date,league,home_team,away_team,market,prob,fair_odds,book_odds,ev,overround,kelly,stake,pnl,bankroll_after,won
2021-09-25,B1,Beerschot VA,Eupen,away,0.8333,1.2,2.37,0.9749,0.0797,0.04,42.2994,57.9502,1115.436,True
2021-09-25,B1,Waregem,Kortrijk,away,0.5816,1.719,2.25,0.3087,0.0859,0.04,44.0619,-44.0619,1057.4858,False
2021-09-25,T1,Ad. Demirspor,Gaziantep,home,0.536,1.865,2.15,0.1525,0.0539,0.03315,36.3714,41.8272,1139.0049,True
2021-09-25,SP1,Real Madrid,Villarreal,home,0.8096,1.235,1.5,0.2144,0.0511,0.04,40.912,-40.912,981.888,False
2021-09-25,T1,Antalyaspor,Yeni Malatyaspor,home,0.5546,1.803,2.0,0.1093,0.0714,0.02732,29.1778,29.1778,1097.1778,True
2021-09-25,SP1,Sevilla,Espanol,home,0.8255,1.211,1.57,0.296,0.0539,0.04,40.0,22.8,1022.8,True
2021-09-25,F1,Strasbourg,Lille,home,0.6209,1.61,2.8,0.7386,0.0513,0.04,35.7062,-35.7062,856.9488,False
2021-09-25,F1,St Etienne,Nice,away,0.7798,1.282,2.25,0.7546,0.0505,0.04,34.278,42.8474,899.7963,True
2021-09-26,T1,Giresunspor,Kayserispor,away,0.5594,1.788,3.0,0.6781,0.0625,0.04,43.7378,-43.7378,1049.7069,False
2021-09-26,B1,Charleroi,Mechelen,home,0.606,1.65,1.9,0.1515,0.0871,0.04,42.8327,-42.8327,1027.9858,False
2021-09-26,B1,Oostende,Anderlecht,away,0.775,1.29,1.66,0.2866,0.1,0.04,44.6174,-44.6174,1070.8185,False
2021-09-26,F1,Troyes,Angers,away,0.4736,2.112,2.7,0.2786,0.0465,0.04,33.5984,-33.5984,806.3624,False
2021-09-26,F1,Reims,Nantes,draw,0.4186,2.389,3.1,0.2978,0.0596,0.03545,30.871,-30.871,839.9608,False
2021-09-26,F1,Brest,Metz,home,0.5644,1.772,2.0,0.1287,0.0524,0.03219,28.9644,-28.9644,870.8318,False
2021-09-26,T1,Hatayspor,Fenerbahce,home,0.6597,1.516,3.1,1.0451,0.0611,0.04,45.5602,-45.5602,1093.4447,False
2021-09-26,P1,Portimonense,Vizela,draw,0.4338,2.305,3.25,0.4099,0.0646,0.04,38.7132,87.1047,1054.9347,True
2021-09-26,SP1,Vallecano,Cadiz,home,0.7431,1.346,1.6,0.1889,0.0548,0.04,37.7045,22.6227,965.2352,True
2021-09-26,SP1,Mallorca,Osasuna,home,0.5149,1.942,2.7,0.3903,0.0465,0.04,39.2755,-39.2755,942.6125,False
2021-09-26,P1,Portimonense,Vizela,home,0.5159,1.938,2.25,0.1609,0.0646,0.03217,32.17,-32.17,967.83,False
2021-09-27,P1,Boavista,Estoril,draw,0.4525,2.21,3.1,0.4029,0.0679,0.04,46.4171,97.476,1257.9041,True
2021-09-27,P1,Pacos Ferreira,Belenenses,draw,0.5542,1.804,3.5,0.9396,0.0644,0.04,42.1974,105.4935,1160.4282,True
2021-09-27,T1,Trabzonspor,Alanyaspor,home,0.8338,1.199,1.53,0.2757,0.0941,0.04,40.4742,-40.4742,971.3803,False
2021-09-27,T1,Kasimpasa,Konyaspor,away,0.4612,2.168,2.7,0.2452,0.1177,0.03606,37.8524,-37.8524,1011.8545,False
2021-09-27,P1,Boavista,Estoril,away,0.4021,2.487,2.75,0.1059,0.0679,0.01513,19.0321,-19.0321,1238.872,False
2021-10-01,T1,Antalyaspor,Ad. Demirspor,away,0.5103,1.959,2.75,0.4035,0.0744,0.04,38.8552,67.9966,1039.3769,True
2021-10-01,T1,Karagumruk,Buyuksehyr,home,0.4487,2.228,3.3,0.4809,0.0623,0.04,41.5751,95.6227,1134.9996,True
2021-10-01,N1,Groningen,Twente,away,0.5764,1.735,2.62,0.51,0.0575,0.04,40.0,-40.0,960.0,False
2021-10-01,B1,Mechelen,Standard,home,0.6559,1.525,2.15,0.4102,0.0509,0.04,41.1194,47.2873,1075.2732,True
2021-10-01,P1,Famalicao,Guimaraes,draw,0.5018,1.993,3.2,0.6058,0.0609,0.04,49.5549,-49.5549,1189.3172,False
2021-10-02,N1,Zwolle,Heerenveen,away,0.6071,1.647,2.37,0.4389,0.0732,0.04,35.3894,48.4835,933.2195,True
2021-10-02,N1,Heracles,Willem II,away,0.4364,2.291,4.0,0.7456,0.0742,0.04,36.864,-36.864,884.736,False
2021-10-02,N1,Waalwijk,Go Ahead Eagles,home,0.6062,1.65,2.15,0.3033,0.0633,0.04,38.4,-38.4,921.6,False
2021-10-02,F1,Nice,Brest,home,0.8904,1.123,1.55,0.38,0.0492,0.04,32.2545,17.74,824.1024,True
2021-10-02,I1,Salernitana,Genoa,away,0.7656,1.306,2.45,0.8757,0.0596,0.04,40.0,-40.0,960.0,False
2021-10-02,I1,Torino,Juventus,home,0.4255,2.35,4.5,0.9146,0.0635,0.04,38.4,-38.4,921.6,False
2021-10-02,I1,Sassuolo,Inter,away,0.7211,1.387,1.7,0.2259,0.0573,0.04,36.864,25.8048,947.4048,True
2021-10-02,T1,Konyaspor,Alanyaspor,home,0.6282,1.592,2.37,0.4887,0.0678,0.04,45.4,-45.4,1089.5996,False
2021-10-02,T1,Kayserispor,Trabzonspor,home,0.4524,2.21,4.0,0.8097,0.0822,0.04,43.584,-43.584,1046.0157,False
2021-10-02,SP1,Cadiz,Valencia,away,0.5302,1.886,2.3,0.2194,0.0622,0.04,37.065,-37.065,889.5607,False
2021-10-02,SP1,Osasuna,Vallecano,away,0.7183,1.392,3.4,1.4421,0.0534,0.04,38.6094,-38.6094,926.6258,False
2021-10-02,P1,Vizela,Santa Clara,draw,0.4961,2.016,3.2,0.5874,0.0678,0.04,47.5727,104.6599,1293.9771,True
2021-10-02,N1,For Sittard,Nijmegen,away,0.4378,2.284,2.9,0.2696,0.0525,0.03547,33.1013,62.8925,996.112,True
2021-10-02,B1,Oud-Heverlee Leuven,Beerschot VA,home,0.6279,1.593,2.1,0.3186,0.0595,0.04,43.0109,-43.0109,1032.2622,False
2021-10-02,E0,Burnley,Norwich,home,0.6668,1.5,1.85,0.2336,0.0493,0.04,40.0,-40.0,960.0,False
2021-10-02,E0,Brighton,Arsenal,home,0.5764,1.735,3.0,0.7292,0.0577,0.04,38.4,-38.4,921.6,False
2021-10-03,E0,Crystal Palace,Leicester,home,0.7313,1.367,3.1,1.267,0.0515,0.04,46.633,-46.633,1119.191,False
2021-10-03,B1,Anderlecht,Club Brugge,home,0.6149,1.626,2.87,0.7648,0.0482,0.04,39.6389,-39.6389,951.3329,False
2021-10-03,D1,Bielefeld,Leverkusen,away,0.6775,1.476,1.61,0.0908,0.0711,0.03721,35.7216,21.7902,981.7902,True
2021-10-03,F1,Angers,Metz,home,0.6528,1.532,1.95,0.2729,0.0539,0.04,31.6455,30.0633,821.2015,True
2021-10-03,F1,Lille,Marseille,away,0.5386,1.857,3.0,0.6158,0.0445,0.04,32.9641,-32.9641,791.1383,False
2021-10-03,N1,Vitesse,Feyenoord,away,0.9188,1.088,1.95,0.7917,0.0573,0.04,38.2507,-38.2507,918.0168,False
2021-10-03,E0,Tottenham,Aston Villa,away,0.5774,1.732,3.4,0.9633,0.0481,0.04,44.7676,-44.7676,1074.4234,False
2021-10-03,B1,Seraing,Waregem,away,0.4628,2.161,3.3,0.5272,0.053,0.04,41.2905,-41.2905,990.9717,False
2021-10-03,F1,Lorient,Clermont,home,0.7649,1.307,2.4,0.8357,0.0595,0.04,32.8481,-32.8481,788.3535,False
2021-10-03,D1,Mainz,Union Berlin,draw,0.4914,2.035,3.5,0.72,0.0513,0.04,40.0,-40.0,960.0,False
2021-10-03,T1,Rizespor,Galatasaray,away,0.6551,1.526,1.66,0.0875,0.0761,0.03315,34.6754,22.8858,1068.9014,True
2021-10-03,T1,Gaziantep,Altay,away,0.5435,1.84,2.6,0.4131,0.0627,0.04,42.7561,-42.7561,1026.1454,False
2021-10-03,T1,Yeni Malatyaspor,Hatayspor,away,0.7346,1.361,2.1,0.5427,0.0649,0.04,41.0458,45.1504,1071.2958,True
2021-10-03,B1,Antwerp,Gent,home,0.5682,1.76,2.75,0.5626,0.047,0.04,41.4781,72.5867,1109.5395,True
2021-10-03,P1,Estoril,Gil Vicente,draw,0.473,2.114,3.1,0.4664,0.0655,0.04,51.7591,108.6941,1402.6711,True
2021-10-03,B1,Eupen,Genk,home,0.4344,2.302,3.25,0.4119,0.0455,0.04,38.0533,85.62,1036.9528,True
2021-10-03,E0,Liverpool,Man City,draw,0.4237,2.36,3.5,0.4828,0.0508,0.04,36.864,92.16,1013.76,True
2021-10-03,I1,Atalanta,Milan,away,0.4181,2.392,3.4,0.4215,0.0486,0.04,36.9863,88.7671,1013.4247,True
2021-10-03,I1,Fiorentina,Napoli,away,0.7248,1.38,1.95,0.4133,0.0549,0.04,35.6323,33.8507,924.6576,True
2021-10-03,SP1,Getafe,Sociedad,away,0.6459,1.548,2.2,0.4209,0.0549,0.04,35.5824,-35.5824,853.9783,False
2021-10-03,SP1,Villarreal,Betis,home,0.5654,1.769,2.0,0.1308,0.0556,0.0327,27.9251,27.9251,881.9034,True
2021-10-03,SP1,Granada,Sevilla,away,0.7503,1.333,1.72,0.2906,0.0838,0.04,35.2761,-35.2761,846.6273,False
2021-10-03,I1,Verona,Spezia,home,0.6551,1.526,1.65,0.081,0.0465,0.03115,27.1979,17.6787,890.8069,True
2021-10-03,P1,Sp Braga,Boavista,draw,0.4023,2.486,4.5,0.8103,0.0833,0.04,56.1068,196.374,1599.0451,True
2021-10-03,E0,West Ham,Brentford,away,0.4917,2.034,4.75,1.3357,0.0486,0.04,40.5504,152.064,1165.824,True
2021-10-03,N1,Cambuur,AZ Alkmaar,home,0.5066,1.974,3.6,0.8239,0.0742,0.04,39.8445,-39.8445,956.2675,False
2021-10-03,I1,Bologna,Lazio,away,0.7938,1.26,2.2,0.7463,0.0549,0.04,37.8962,-37.8962,909.5086,False
2021-10-03,I1,Sampdoria,Udinese,home,0.5695,1.756,2.1,0.1959,0.0476,0.04,36.3803,-36.3803,873.1283,False
2021-10-15,D1,Hoffenheim,FC Koln,home,0.5441,1.838,2.0,0.0881,0.0594,0.02203,21.6288,21.6288,1003.419,True
2021-10-16,T1,Ad. Demirspor,Yeni Malatyaspor,home,0.86,1.163,1.7,0.462,0.0882,0.04,41.1378,-41.1378,987.3062,False
2021-10-16,T1,Sivasspor,Antalyaspor,home,0.7773,1.287,1.72,0.3369,0.0901,0.04,42.8518,-42.8518,1028.4439,False
2021-10-16,I1,Spezia,Salernitana,home,0.5395,1.854,2.1,0.1329,0.056,0.0302,30.6054,33.666,1047.0907,True
2021-10-16,F1,Clermont,Lille,away,0.5269,1.898,2.25,0.1854,0.0505,0.03709,29.24,-29.24,759.1134,False
2021-10-16,N1,Go Ahead Eagles,Heracles,away,0.4976,2.01,2.2,0.0947,0.0974,0.01972,17.3792,-17.3792,863.917,False
2021-10-16,I1,Lazio,Inter,away,0.7451,1.342,2.15,0.602,0.0539,0.04,41.8836,-41.8836,1005.2071,False
2021-10-16,E0,Aston Villa,Wolves,home,0.5173,1.933,2.15,0.1122,0.0585,0.0244,26.2159,-26.2159,1048.2075,False
2021-10-16,I1,Milan,Verona,home,0.8017,1.247,1.55,0.2426,0.0572,0.04,40.2083,22.1146,1027.3216,True
2021-10-16,SP1,Levante,Getafe,home,0.4968,2.013,2.5,0.242,0.0525,0.04,33.8651,-33.8651,812.7622,False
2021-10-16,B1,Waregem,Antwerp,away,0.8252,1.212,1.66,0.3698,0.0627,0.04,44.3816,-44.3816,1065.1579,False
2021-10-16,D1,Ein Frankfurt,Hertha,home,0.8225,1.216,1.75,0.4394,0.0568,0.04,41.1514,-41.1514,987.634,False
2021-10-16,N1,For Sittard,Cambuur,away,0.5944,1.682,2.5,0.486,0.0941,0.04,36.7207,-36.7207,881.2961,False
2021-10-16,D1,Union Berlin,Wolfsburg,home,0.6392,1.564,2.7,0.7259,0.0484,0.04,40.1368,68.2325,1071.6515,True
2021-10-16,E0,Norwich,Brighton,away,0.6159,1.624,2.1,0.2933,0.0481,0.04,42.2929,-42.2929,1015.0307,False
2021-10-16,E0,Southampton,Leeds,home,0.523,1.912,2.3,0.2029,0.0538,0.03902,39.265,51.0445,1057.3237,True
2021-10-16,E0,Leicester,Man United,away,0.5805,1.723,2.05,0.19,0.0513,0.04,41.9283,-41.9283,1006.2792,False
2021-10-16,D1,Freiburg,RB Leipzig,home,0.5281,1.893,4.0,1.1126,0.0405,0.04,42.8661,-42.8661,1028.7854,False
2021-10-17,N1,Twente,Willem II,home,0.6811,1.468,1.7,0.1579,0.0514,0.04,30.5735,-30.5735,733.7649,False
2021-10-17,N1,Sparta Rotterdam,Groningen,away,0.4938,2.025,2.87,0.4172,0.1155,0.04,31.8474,-31.8474,764.3385,False
2021-10-17,N1,Nijmegen,Vitesse,home,0.5549,1.802,3.2,0.7756,0.0901,0.04,33.1744,-33.1744,796.1859,False
2021-10-17,D1,Leverkusen,Bayern Munich,home,0.8237,1.214,4.75,2.9126,0.0529,0.04,39.5054,-39.5054,948.1287,False
2021-10-17,D1,Augsburg,Bielefeld,draw,0.5071,1.972,3.2,0.6227,0.0511,0.04,37.9251,83.4353,1031.564,True
2021-10-17,I1,Juventus,Roma,away,0.4313,2.319,4.0,0.7252,0.0537,0.04,37.0825,-37.0825,889.9802,False
2021-10-17,I1,Udinese,Bologna,home,0.5023,1.991,2.25,0.1302,0.0511,0.02604,24.7861,-24.7861,927.0627,False
2021-10-17,I1,Genoa,Sassuolo,home,0.417,2.398,3.1,0.2928,0.0527,0.03486,34.3799,-34.3799,951.8488,False
2021-10-17,I1,Cagliari,Sampdoria,away,0.6292,1.589,2.75,0.7304,0.0499,0.04,41.0929,-41.0929,986.2288,False
2021-10-17,N1,AZ Alkmaar,Utrecht,away,0.7137,1.401,3.5,1.498,0.0714,0.04,34.5567,-34.5567,829.3603,False
2021-10-17,T1,Altay,Karagumruk,home,0.5822,1.718,2.0,0.1643,0.0855,0.04,37.9126,-37.9126,909.9014,False
2021-10-17,T1,Trabzonspor,Fenerbahce,home,0.5164,1.936,2.2,0.1361,0.0896,0.02835,25.7957,30.9548,940.8562,True
2021-10-17,SP1,Vallecano,Elche,home,0.6955,1.438,1.8,0.2518,0.0518,0.04,32.5105,26.0084,838.7706,True
2021-10-17,E0,Everton,West Ham,home,0.5614,1.781,2.5,0.4034,0.0513,0.04,40.6012,-40.6012,974.4295,False
2021-10-17,B1,Beerschot VA,Mechelen,away,0.7844,1.275,2.2,0.7257,0.082,0.04,42.6063,51.1276,1116.2855,True
2021-10-17,F1,Troyes,Nice,away,0.6196,1.614,1.85,0.1463,0.0493,0.04,31.6398,-31.6398,759.3564,False
2021-10-17,F1,Bordeaux,Nantes,away,0.4933,2.027,2.55,0.2579,0.0523,0.04,30.3743,-30.3743,728.9821,False
2021-10-17,F1,Strasbourg,St Etienne,home,0.6507,1.537,2.05,0.334,0.0597,0.04,30.3645,31.8828,790.9962,True
2021-10-17,SP1,Celta,Sevilla,away,0.5406,1.85,2.2,0.1894,0.0564,0.03946,33.0979,39.7175,878.488,True
2021-10-17,SP1,Villarreal,Osasuna,home,0.8416,1.188,1.66,0.397,0.0596,0.04,35.1395,-35.1395,843.3485,False
2021-10-17,F1,Brest,Reims,away,0.4079,2.451,3.3,0.3461,0.0503,0.03762,27.4243,-27.4243,701.5578,False
2021-10-17,T1,Kasimpasa,Goztep,home,0.585,1.709,2.15,0.2577,0.0901,0.04,39.4922,-39.4922,947.8139,False
2021-10-18,SP1,Alaves,Betis,away,0.5983,1.671,2.15,0.2864,0.0539,0.04,33.7339,38.794,882.1425,True
2021-10-18,T1,Hatayspor,Gaziantep,home,0.7653,1.307,1.7,0.301,0.0882,0.04,37.6342,26.344,967.2002,True
2021-10-18,I1,Venezia,Fiorentina,away,0.6391,1.565,1.83,0.1696,0.0512,0.04,35.5992,-35.5992,854.381,False
2021-10-22,F1,St Etienne,Angers,away,0.6055,1.651,2.55,0.5441,0.0523,0.04,28.0623,-28.0623,673.4955,False
2021-10-22,P1,Guimaraes,Maritimo,draw,0.4919,2.033,4.0,0.9674,0.0574,0.04,63.9618,-63.9618,1535.0833,False
2021-10-22,I1,Torino,Genoa,home,0.6598,1.516,1.7,0.1217,0.0585,0.04,34.1752,23.9227,878.3036,True
2021-10-22,I1,Sampdoria,Spezia,home,0.7132,1.402,1.8,0.2837,0.0568,0.04,35.1321,28.1057,906.4093,True
2021-10-22,B1,Seraing,Charleroi,away,0.518,1.93,2.15,0.1137,0.0633,0.02473,27.6057,31.7466,1148.0321,True
2021-10-22,D1,Mainz,Augsburg,draw,0.4166,2.4,3.8,0.583,0.0582,0.04,41.2626,-41.2626,990.3014,False
2021-10-22,N1,Willem II,For Sittard,home,0.7492,1.335,1.9,0.4235,0.0541,0.04,29.3506,-29.3506,704.4143,False
2021-10-23,SP1,Valencia,Mallorca,home,0.6743,1.483,1.66,0.1193,0.056,0.04,34.8249,-34.8249,835.7981,False
2021-10-23,SP1,Cadiz,Alaves,home,0.5695,1.756,2.5,0.4236,0.0573,0.04,36.276,-36.276,870.623,False
2021-10-23,SP1,Elche,Espanol,draw,0.4279,2.337,3.0,0.2836,0.0521,0.03545,30.0211,60.0421,906.899,True
2021-10-23,SP1,Ath Bilbao,Villarreal,draw,0.513,1.949,3.0,0.5389,0.054,0.04,35.2857,-35.2857,846.8568,False
2021-10-23,T1,Goztep,Trabzonspor,away,0.6167,1.622,1.9,0.1716,0.0673,0.04,38.688,34.8192,1002.0194,True
2021-10-23,T1,Rizespor,Kasimpasa,away,0.5593,1.788,2.3,0.2865,0.0773,0.04,40.0808,-40.0808,961.9386,False
2021-10-23,E0,Everton,Watford,home,0.8281,1.208,1.65,0.3664,0.051,0.04,38.9772,-38.9772,935.4523,False
2021-10-23,P1,Santa Clara,Famalicao,draw,0.5095,1.963,3.1,0.5795,0.0641,0.04,61.4033,-61.4033,1473.68,False
2021-10-23,E0,Leeds,Wolves,away,0.5029,1.989,2.87,0.4433,0.0592,0.04,37.4181,-37.4181,898.0342,False
2021-10-23,E0,Crystal Palace,Newcastle,home,0.86,1.163,1.9,0.634,0.0541,0.04,35.9214,-35.9214,862.1129,False
2021-10-23,E0,Brighton,Man City,draw,0.4087,2.447,4.75,0.9413,0.0498,0.04,34.4845,-34.4845,827.6284,False
2021-10-23,B1,Cercle Brugge,Standard,home,0.4834,2.069,2.55,0.2327,0.068,0.03754,43.0971,-43.0971,1104.935,False
2021-10-23,I1,Bologna,Milan,away,0.633,1.58,2.1,0.3293,0.0525,0.04,36.2564,39.882,946.2914,True
2021-10-23,I1,Salernitana,Empoli,away,0.501,1.996,2.62,0.3126,0.0462,0.04,37.8517,61.3197,1007.611,True
2021-10-23,D1,Wolfsburg,Freiburg,away,0.4367,2.29,3.6,0.5719,0.057,0.04,39.6121,102.9913,1093.2928,True
2021-10-23,D1,Bielefeld,Dortmund,away,0.7752,1.29,1.5,0.1629,0.0556,0.04,43.7317,21.8659,1115.1586,True
2021-10-23,F1,Nantes,Clermont,home,0.6607,1.514,2.2,0.4535,0.0528,0.04,26.9398,32.3278,705.8233,True
2021-10-23,N1,Zwolle,Heracles,away,0.5613,1.782,2.25,0.2629,0.0701,0.04,29.9235,-29.9235,718.1645,False
2021-10-23,N1,Waalwijk,Sparta Rotterdam,home,0.7117,1.405,2.55,0.8147,0.07,0.04,28.1766,43.6737,748.088,True
2021-10-24,I1,Fiorentina,Cagliari,home,0.6648,1.504,1.65,0.0969,0.0465,0.03725,34.5909,22.4841,951.0984,True
2021-10-24,F1,Lorient,Bordeaux,home,0.5744,1.741,2.0,0.1489,0.0489,0.03721,26.2637,-26.2637,679.5596,False
2021-10-24,D1,Bochum,Ein Frankfurt,draw,0.4114,2.431,3.5,0.4398,0.0528,0.04,42.8221,-42.8221,1027.7302,False
2021-10-24,D1,FC Koln,Leverkusen,away,0.5927,1.687,2.05,0.215,0.054,0.04,44.6063,-44.6063,1070.5523,False
2021-10-24,N1,Twente,Nijmegen,home,0.7562,1.322,1.66,0.2553,0.0693,0.04,28.7266,-28.7266,689.4379,False
2021-10-24,T1,Sivasspor,Ad. Demirspor,home,0.6666,1.5,2.05,0.3665,0.0676,0.04,38.4775,-38.4775,923.4611,False
2021-10-24,T1,Karagumruk,Hatayspor,away,0.4275,2.339,3.1,0.3253,0.0655,0.03872,35.7564,-35.7564,887.7047,False
2021-10-24,E0,Brentford,Leicester,home,0.7694,1.3,2.62,1.0157,0.0551,0.04,33.1051,-33.1051,794.5232,False
2021-10-24,F1,Lens,Metz,home,0.7051,1.418,1.6,0.1281,0.0536,0.04,27.1824,16.3094,695.869,True
2021-10-24,F1,Nice,Lyon,home,0.5498,1.819,2.5,0.3746,0.0645,0.04,27.8348,41.7521,737.6212,True
2021-10-24,I1,Roma,Napoli,away,0.6479,1.543,2.4,0.555,0.0508,0.04,40.3044,-40.3044,967.3066,False
2021-10-24,E0,West Ham,Tottenham,home,0.5502,1.817,2.3,0.2655,0.0538,0.04,31.7809,41.3152,835.8384,True
2021-10-24,E0,Man United,Liverpool,away,0.7847,1.274,2.2,0.7264,0.0549,0.04,33.4335,40.1202,875.9587,True
2021-10-24,P1,Pacos Ferreira,Arouca,draw,0.4162,2.403,3.6,0.4983,0.0673,0.04,58.9472,153.2627,1626.9427,True
2021-10-24,P1,Portimonense,Estoril,draw,0.6049,1.653,3.1,0.8751,0.0699,0.04,65.0777,-65.0777,1561.865,False
2021-10-24,B1,Oud-Heverlee Leuven,St Truiden,away,0.4287,2.332,2.9,0.2434,0.0653,0.03202,37.3613,-37.3613,1129.4501,False
2021-10-24,B1,Genk,Gent,away,0.4161,2.403,3.5,0.4565,0.0635,0.04,42.4295,106.0738,1166.8114,True
2021-10-24,B1,Antwerp,Club Brugge,home,0.4411,2.267,3.75,0.6542,0.0572,0.04,44.1974,-44.1974,1060.7376,False
2021-10-24,I1,Inter,Juventus,home,0.6384,1.566,2.05,0.3087,0.0597,0.04,38.6923,-38.6923,928.6143,False
2021-10-25,P1,Boavista,Belenenses,home,0.574,1.742,1.9,0.0906,0.0925,0.02517,37.7397,-37.7397,1461.6507,False
2021-10-25,SP1,Getafe,Celta,draw,0.4927,2.03,3.0,0.478,0.0559,0.04,33.4319,-33.4319,802.3662,False
2021-10-25,T1,Besiktas,Galatasaray,home,0.5115,1.955,2.25,0.1508,0.075,0.03015,26.7643,33.4554,921.16,True
2021-10-25,P1,Gil Vicente,Sp Braga,draw,0.4522,2.211,3.4,0.5375,0.0704,0.04,62.4746,-62.4746,1499.3904,False
2021-10-26,I1,Spezia,Genoa,away,0.5154,1.94,3.0,0.5462,0.0538,0.04,36.9776,-36.9776,887.4616,False
2021-10-26,I1,Venezia,Salernitana,home,0.5674,1.762,1.95,0.1065,0.0569,0.02803,26.6593,-26.6593,924.4391,False
2021-10-26,SP1,Alaves,Elche,draw,0.4295,2.328,3.0,0.2884,0.0538,0.03605,28.9253,-28.9253,773.4409,False
2021-10-26,SP1,Espanol,Ath Bilbao,draw,0.4178,2.393,3.0,0.2534,0.0598,0.03168,24.5026,49.0052,822.4461,True
2021-10-27,I1,Cagliari,Roma,away,0.6951,1.439,1.61,0.1192,0.0592,0.04,35.4985,21.6541,909.1156,True
2021-10-27,F1,Nice,Marseille,home,0.4889,2.046,2.37,0.1586,0.0561,0.02894,21.3468,-21.3468,716.2744,False
2021-10-27,I1,Udinese,Verona,away,0.4356,2.296,2.9,0.2632,0.0556,0.03463,31.4827,-31.4827,877.6329,False
2021-10-27,I1,Empoli,Inter,away,0.7544,1.325,1.5,0.1317,0.0511,0.04,35.1053,17.5527,895.1856,True
2021-10-27,SP1,Vallecano,Barcelona,home,0.465,2.15,4.33,1.0135,0.0532,0.04,32.8978,109.5498,931.9959,True
2021-10-28,SP1,Granada,Getafe,home,0.6233,1.604,2.6,0.6205,0.0495,0.04,37.2798,-37.2798,894.7161,False
2021-10-29,B1,Oostende,Mechelen,away,0.4726,2.116,2.5,0.1816,0.0561,0.03026,34.1772,51.2657,1180.7158,True
2021-10-29,D1,Hoffenheim,Hertha,home,0.813,1.23,1.66,0.3496,0.0629,0.04,41.1092,27.1321,1054.8623,True
2021-10-30,E0,Burnley,Brentford,away,0.6084,1.644,2.75,0.6732,0.0513,0.04,35.0383,-35.0383,840.9203,False
2021-10-30,D1,Leverkusen,Wolfsburg,home,0.8556,1.169,1.9,0.6257,0.043,0.04,42.1945,-42.1945,1012.6678,False
2021-10-30,T1,Konyaspor,Fenerbahce,home,0.5234,1.91,3.0,0.5703,0.082,0.04,38.8694,77.7387,1049.4725,True
2021-10-30,I1,Torino,Sampdoria,home,0.6135,1.63,1.9,0.1656,0.0561,0.04,39.1522,35.237,1014.043,True
2021-10-30,I1,Verona,Juventus,home,0.4537,2.204,4.0,0.8149,0.0537,0.04,34.9574,104.8721,978.806,True
2021-10-30,T1,Hatayspor,Besiktas,home,0.6715,1.489,2.75,0.8466,0.0762,0.04,36.3265,63.5714,971.7338,True
2021-10-30,I1,Atalanta,Lazio,home,0.5713,1.75,1.9,0.0855,0.0526,0.02374,21.2517,-21.2517,873.9339,False
2021-10-30,N1,Heerenveen,Vitesse,home,0.5837,1.713,2.6,0.5177,0.0625,0.04,27.5775,-27.5775,661.8604,False
2021-10-30,E0,Leicester,Arsenal,home,0.5199,1.924,2.4,0.2477,0.0508,0.04,33.6368,-33.6368,807.2835,False
2021-10-30,T1,Altay,Sivasspor,home,0.4166,2.4,2.62,0.0914,0.0664,0.01411,12.9976,-12.9976,908.1625,False
2021-10-30,B1,Standard,Kortrijk,away,0.5024,1.99,3.6,0.8088,0.0556,0.04,47.2286,-47.2286,1133.4872,False
